,spectrum_0,spectrum_1,spectrum_2,spectrum_3,spectrum_4,spectrum_5,spectrum_6,spectrum_7,spectrum_8,spectrum_9,spectrum_10,spectrum_11,spectrum_12,spectrum_13,spectrum_14,spectrum_15,spectrum_16,spectrum_17,spectrum_18,spectrum_19
200,31.126997699541114,31.114990373613047,31.09110076291187,31.05564413223486,31.009119852776706,30.95220095187495,30.88571965230883,30.810649370474245,30.728083771068285,30.639213580257035,30.54530193538038,30.44765909425886,30.347617339934843,30.24650689772777,30.145633632992016,30.046259223643226,29.94958440638313,29.856735785651487,29.768756576421914,29.686601533155212
202,35.72527308982575,35.71315514662403,35.6890454153308,35.653261945171934,35.6063085062818,35.54886404386053,35.48176808517647,35.406002572955394,35.32267072813727,35.23297365022855,35.138185440204154,35.03962767628462,34.93864408574543,34.83657623673568,34.73474102509263,34.634410656077605,34.536795724887895,34.44303188881915,34.35417050487494,34.27117348662232
204,39.462946673222646,39.45071661637838,39.42638378688614,39.3902690558679,39.34288065143379,39.284903515943476,39.21718457890608,39.14071442333681,39.05660595397241,38.96607078191287,38.87039411763808,38.77090901008365,38.66897078235622,38.565932495257805,38.46312222029172,38.36182282801219,38.26325490056117,38.16856326516225,38.078807525080876,37.99495684335245
206,42.078921153103565,42.066577459557635,42.04201850115343,42.00556800905065,41.957738729430886,41.899221682531746,41.83087129960485,41.75368691995247,41.66879126194051,41.57740658898237,41.48082936953208,41.38040427623001,41.27749838230521,41.17347639369298,41.069677705315634,40.96739599340359,40.86786195775498,40.77222971464846,40.68156721966558,40.596850977243264
208,53.33753949594186,53.32508061535337,53.300292443041286,53.263501609033916,53.21522543876348,53.15616111251702,53.08717066457965,53.00926230862185,52.92356870880045,52.83132292408371,52.73383283202597,52.632454884696074,52.52856806248971,52.42354887167182,52.31874818096314,52.21547061514355,52.11495712469093,52.01837123616657,51.92678936538447,51.84119545172171
210,19.406950187695074,19.394374541834093,19.369354015127104,19.332218176006695,19.28348899144268,19.22386988542886,19.154230598404254,19.07558833861884,18.98908585056367,18.895967134581362,18.79755163116908,18.695207730342876,18.590326479523583,18.48429634327843,18.378479817190943,18.274192620008787,18.17268608827648,18.075133282212224,17.982619187681976,17.896135274182257
212,54.66447834325568,54.65178432537979,54.626528247059426,54.58904265538786,54.539854222292284,54.47967270064999,54.40937564204483,54.32998937169585,54.24266685140666,54.148663171349625,54.049309491584545,53.94598630145102,53.840096878130815,53.73304180530442,53.62619536122726,53.52088450663484,53.41837110194102,53.319837866589495,53.226378468262936,53.13899200343345
214,54.58942839186017,54.57661436607437,54.55111948091722,54.513279303136194,54.463625274194264,54.40287356258262,54.33190963793391,54.25176906705326,54.163615168525176,54.06871427350258,53.968409421067584,53.864093364181564,53.75718177546487,53.64908752142429,53.54119682160244,53.434848029402616,53.331313669380435,53.23178624801681,53.137368228564334,53.04906643304084
216,26.98621098073169,26.973275281331112,26.947538274801154,26.909338589290975,26.85921250156263,26.79788268404083,26.72624263326743,26.645337284528598,26.556340455204726,26.460529871336497,26.35926061339211,26.253937865240907,26.145989863627726,26.036841924566026,25.927892370370287,25.82049110051116,25.715921446483435,25.615385831910345,25.51999563140039,25.430765492839292
218,27.264744864925305,27.251685795720174,27.225703292625795,27.187139087711756,27.136534360014593,27.074618375837602,27.002292769493394,26.92061197397419,26.830760450075736,26.734027475452876,26.631780337293794,26.525436820717687,26.41643789835623,26.306221505444476,26.196198231487536,26.087729678203928,25.982110129406948,25.880552058312006,25.784175868747823,25.694004136581412
220,49.36598838251406,49.352804216136406,49.32657277925108,49.2876389511559,49.23654888137719,49.17403852170473,49.10101775713045,49.018550649960986,48.9278324516911,48.83016415119978,48.72692541076697,48.61954679022901,48.50948217301318,48.39818228639456,48.28707015448833,48.17751924028535,48.070834927936914,47.968239875098206,47.87086363480758,47.7797368148581
222,25.706008687048573,25.69269766424006,25.666213792885536,25.62690514362606,25.57532290596168,25.512209810477735,25.438484107848176,25.35521962374068,25.263622550358036,25.16500575036312,25.060761432606995,24.95233310830733,24.841187749814182,24.728789052435314,24.61657264538458,24.50592401485817,24.39815979606511,24.294512968399946,24.196122356273143,24.10402670522123
224,47.05839910679777,47.044959435678074,47.01821956426877,46.97853079949527,46.92644944161328,46.86272509505326,46.78828449331662,46.704211361973194,46.61172298673114,46.512144269614794,46.406880140704736,46.297387242534576,46.18514581779656,46.07163270907092,45.95829632429803,45.846534337787546,45.737674789287595,45.632961119739505,45.53354154931076,45.44046306901377
226,47.9832263290932,47.9696561844083,47.942656680955835,47.902582407732,47.84999484785831,47.78565057644104,47.710484929146894,47.62559167054146,47.53219933548856,47.431645034039235,47.325346595414544,47.214773976744674,47.1014208758516,46.98677746514965,46.87230510814507,46.75941383521235,46.649443246945125,46.543647388204015,46.44318400157152,46.34910843322681
228,57.74741570384188,57.73371322619165,57.70645039076813,57.665985115289864,57.61288413921373,57.547911106975114,57.4720100779875,57.38628499751785,57.291975808155314,57.190431999802335,57.083084482059675,56.97141671335821,56.856936034883404,56.74114613484395,56.625521512436926,56.511484725166504,56.400387093668165,56.29349341171832,56.19197107329761,56.096883891446105
230,34.169172440587865,34.15533573563225,34.12780579879102,34.086943924042146,34.033322182038674,33.96771138706394,33.89106444615591,33.80449562966169,33.709256449453115,33.606708950342096,33.49829730695402,33.38551866922798,33.269894213473016,33.152941333130066,33.03614784657379,32.92094901268843,32.80870803430439,32.70070060179485,32.59810389190025,32.50199029826492
232,28.931276004418958,28.917303142062124,28.889502263214595,28.84823808655735,28.79408809022455,28.727830360775798,28.65042677910155,28.563002087743893,28.466819532472627,28.363253891376303,28.253762792235598,28.139857270290577,28.02307253234278,27.90493987006195,27.78696060792724,27.67058288371294,27.557181947622734,27.44804453705426,27.344357745302965,27.247202662457095
234,34.775369896380326,34.76125890993197,34.73318317567913,34.69151088637738,34.63682500538489,34.56991099592052,34.49173984136121,34.40344690635954,34.30630733832862,34.20170883038807,34.09112265517214,33.97607393068431,33.85811209328092,33.7387825294993,33.619600260370575,33.50202648340476,33.38744866445314,33.27716474117592,33.172371859708846,33.07415992456856
236,54.242875387446276,54.22862427275943,54.20026969517653,54.158183371849546,54.102953830596164,54.03537401767875,53.95642415005777,53.86725036727913,53.76913988934882,53.66349350963938,53.55179634098896,53.435587785383134,53.31643171157597,53.19588780133898,53.07548496630615,52.95669764798288,52.84092569931066,52.72947841432668,52.62356313084024,52.52427868797561
238,51.387654659832904,51.37326137441747,51.34462388929043,51.302117497294844,51.24633637147191,51.17808104956076,51.09834111572445,51.00827364012051,50.909178089578035,50.80246854649421,50.68964416300027,50.57225883012791,50.451891055741925,50.33011502103069,50.20847372597028,50.08845504381566,49.97147138928399,49.85884357184757,49.751789262430236,49.65141635718901
240,43.74824370600177,43.73370616811289,43.704781633124675,43.66184902186245,43.60550823492,43.53656751204478,43.45602594080386,43.36505168069062,43.26495662294667,43.15716833140023,43.0432002003928,42.92462081900325,42.80302354488229,42.67999726672451,42.55709927436324,42.43583106413428,42.31761779053552,42.20379194054557,42.095581662312796,41.99410403375076
242,60.292628742754275,60.27794483045484,60.24872902332041,60.2053639234702,60.148455242982635,60.07881903629395,59.99746403322129,59.90556964439645,59.80446036650267,59.69557744092762,59.580448711060086,59.460657677058336,59.33781276109109,59.21351777144842,59.089344493201935,58.96680824076179,58.847347089809915,58.73230536998696,58.62292185350792,58.52032292711938
244,35.30255155581324,35.28771910600962,35.25820772255746,35.21440374322693,35.15691877715496,35.08657680834798,35.00439635042796,34.911568230120274,34.809429734101926,34.69943598126012,34.5831294748821,34.462108843365996,34.337997792284895,34.21241526570943,34.08694775328887,33.963124586250984,33.84239694634434,33.726121174185266,33.61554681569445,33.51180969593646
246,40.34789268681787,40.33290949426791,40.30309814646664,40.25884877226305,40.20077896510838,40.1297207557152,40.04670258583959,39.95292686648496,39.849743862482505,39.738622774063174,39.62112097937511,39.498852456444695,39.3734564173902,39.24656716244235,39.119786099221,38.9946567783545,38.87264367610341,38.75511531560663,38.64333216899329,38.53843963159654
248,52.388504996133875,52.373368812426364,52.343253026354404,52.298551614370815,52.23988824322004,52.168103109766434,52.08423473107181,51.98949727391009,51.885254173123414,51.77298891812974,51.65427398111186,51.5307389154432,51.404038667285704,51.27582311770561,51.147708809837724,51.02125372022625,50.897935811737405,50.77913596489071,50.666125733458635,50.560060217518135
250,25.93986258421196,25.924571116716507,25.894146330472932,25.84898610718713,25.789720277641088,25.71719732666312,25.632465996704386,25.536752385191008,25.431433292619637,25.318006709535354,25.198060425643373,25.073239799819103,24.945215744230275,24.815653949854422,24.686186317137818,24.55838545908336,24.433743020993226,24.313652419016417,24.19939644700647,24.092140046844577
252,36.762986059642316,36.74753697042868,36.71679853198334,36.67117259006656,36.61129523205136,36.53802335496701,36.452416079721644,36.355711612747804,36.249300319720206,36.13469490844869,36.01349871406852,35.887373135656794,35.758005287921996,35.62707690533651,35.496235471810444,35.36706845147374,35.241081371722245,35.119680366056315,35.00415962992376,34.89569408671789
254,29.897112673742214,29.881503578468063,29.850446743448867,29.804348038481262,29.74384990193686,29.669817769767967,29.583321297465066,29.48561098238001,29.3780909588649,29.262288872433082,29.13982383608637,29.012373528459804,28.881641508022806,28.749325790944518,28.617089675213805,28.486535694982425,28.35918346331825,28.236452016352647,28.119647115790915,28.00995380895804
256,50.06351699147476,50.047745458240755,50.016365387655924,49.9697867347456,49.90865838518785,49.833854443127095,49.74645525789551,49.64772380332411,49.53907819001633,49.42206122603555,49.29830803932751,49.16951283221324,49.037395852944144,48.903671642320255,48.770019547596384,48.63805739617111,48.509319094379634,48.38523676990856,48.26712791861095,48.15618785694066
258,31.203361159958604,31.187424708129665,31.155716466022916,31.108650536325214,31.04688235027707,30.971294812094783,30.882979127423933,30.783210935872688,30.67342253604598,30.555172127921285,30.43011109622216,30.299950415973875,30.166427276150827,30.03127298996746,29.896183193817084,29.762791236007196,29.632645527851416,29.50719148125009,29.38775849740049,29.275552309927985
260,31.49449339863233,31.47838949762408,31.44634804866015,31.398787365793876,31.336369526081146,31.259986368366462,31.170740120373523,31.069919280617626,30.958970551736265,30.839467759615772,30.713078792466646,30.58153165204905,30.446580724043933,30.30997434683369,30.173424690624458,30.03858085684183,29.907005977706604,29.780158945817867,29.65938124230108,29.545889168911334
262,46.57437276774699,46.55809883577592,46.52571904275433,46.47765597911116,46.41457847001832,46.3373874262489,46.24719626674569,46.14530654598967,46.0331795910707,45.912405092525844,45.784667693759474,45.65171268243528,45.51531190209316,45.37723097413135,45.239198852164634,45.1028806276063,44.969854373835645,44.841592664556906,44.71944923887919,44.60465112063291
264,60.63989776658464,60.623451169380964,60.59072779067531,60.54215456361888,60.47840716589991,60.400395720334366,60.30924500968692,60.20626984549101,60.0929464042084,59.97088048463589,59.84177374220254,59.70738901491174,59.56951587061358,59.42993747679221,59.29039982511199,59.15258423862049,59.01808395653733,58.88838543809757,58.764854862007205,58.64873013117904
266,25.18023603166118,25.163614081142956,25.13054176806327,25.081450436013938,25.017022721753296,24.938178103140075,24.846052902913815,24.741975394877834,24.627436834399614,24.504059377135412,24.373561952623557,24.237725219044194,24.09835674044168,23.95725749881027,23.816190783676827,23.676854396267036,23.540856970864454,23.40969906078049,23.284759469577978,23.16728713939713
268,61.73219590846683,61.71539586137404,61.681969155449444,61.63235161385088,61.56723294116923,61.4875421162656,61.394427181648446,61.28923008284483,61.17345738839388,61.048747864529034,60.91683798237022,60.779526495649634,60.63863924206082,60.49599529202214,60.353375498038965,60.21249439107988,60.074976234372315,59.94233588807315,59.81596496960037,59.697123623682955
270,60.271601437891256,60.25462049437842,60.22083382455732,60.170681801720626,60.10486130931998,60.02431097621442,59.93019074821019,59.82385645635726,59.70683022148599,59.580767679374006,59.447423115720774,59.30861366086572,59.16618370931948,59.021970699468284,58.87777331734999,58.73532308038933,58.59626011941187,58.46211381851959,58.3342888018165,58.21405658327913
272,51.313397611719566,51.29623291390543,51.262080593670305,51.21138564649148,51.144852248034006,51.063428829265035,50.968287426648885,50.86079797501529,50.742498391584164,50.61506144602894,50.480259517294314,50.33992839920789,50.19593133212491,50.050124407717064,49.904324421685686,49.760280139904694,49.619647804348105,49.48397154460304,49.35466918822034,49.23302378846364
274,34.321652936755214,34.304301567227995,34.269777791621806,34.218531301167914,34.15127367948252,34.068963314946785,33.972784525974426,33.864121574005026,33.7445284218545,33.61569524296749,33.47941279401403,33.33753582516701,33.191946717664294,33.04452050770318,32.89709238249965,32.751428623785145,32.60920183325364,32.47197111207146,32.34116769202704,32.2180863391773
276,43.7423376018271,43.72479658210368,43.68989542466464,43.63808859162412,43.57009519273475,43.486883732376825,43.38965100623854,43.27979582989212,43.15888846619684,43.028636767911806,42.89085015987774,42.747402647601156,42.60019605440685,42.451124658333455,42.30204232583066,42.154733127450584,42.01088627832907,41.872076081976516,41.739747379342944,41.61520682634
278,55.49352373700148,55.47579002593892,55.44050543554049,55.38812927553266,55.31938830250178,55.235261298777885,55.13695773678837,55.02589121857656,54.90364856687077,54.77195559510361,54.6326406928531,54.48759742623868,54.33874736820311,54.18800434217559,54.03724118757875,53.88826004244709,53.74276699436383,53.60235178473967,53.468473072849676,53.34244958516818
280,45.862579967417034,45.84465045957471,45.80897625716726,45.75602159590602,45.68652100248674,45.60146370259423,45.502072049108634,45.38977466782546,45.26617520668755,45.13301772712876,44.99214988631269,44.84548512270691,44.69496507289544,44.54252341564353,44.390052263263016,44.23937210577943,44.09220616764972,43.950159868656485,43.81470589991267,43.68717524290377
282,58.17665959177469,58.158531115725175,58.12246099097584,58.06891845928221,57.99864594337213,57.91264328123628,57.81214591428265,57.69859773441348,57.573619485797416,57.43897377132362,57.29652782503701,57.14821527611426,56.9959981454668,56.84183028370556,56.68762338228678,56.53521657373556,56.38635048937109,56.2426464728632,56.10559146513773,55.97652889097731
284,46.40547944616891,46.38714876275592,46.35067627058292,46.296536299241,46.22547929613046,46.13851588413969,46.036894805757434,45.9220754665557,45.79569598375656,45.65953780144751,45.51548804646872,45.36550086386811,45.2115589864096,45.0556367597967,44.89966576739102,44.74550408088329,44.594910014151765,44.44952108544439,44.31083870805376,44.18021894228316
286,64.54498773480582,64.52645153534701,64.48957009234462,64.43482290679515,64.3629685822025,64.275028702683,64.17226552895664,64.05615423317613,63.92835058841638,63.790655186162866,63.644975368759475,63.49328612926955,63.33759124685503,63.17988589247476,63.02212186083469,62.8661764657774,62.71382598529574,62.566724368218544,62.42638772745805,62.294184955102324
288,53.40594915450197,53.38720405893487,53.34990693968494,53.294542554550674,53.22187779743669,53.1329453938566,53.02902134463369,52.911596846903905,52.782345618526435,52.64308771121415,52.49575101249962,52.34233170277425,52.18485494935149,52.02533708570829,51.86575044418949,51.707991890263784,51.55385595360809,51.40501327508713,51.262994899308865,51.129182750557156
290,64.13836353648888,64.11940609145762,64.08168642472353,64.02569463815999,63.95220605331324,63.862264721206735,63.75716060948827,63.63840120431952,63.50767846357302,63.36683221882686,63.217811239651255,63.06263324043967,62.903345125811505,62.74198473631493,62.58054527526698,62.42094347589779,62.26499241331208,62.1143796874627,61.97065151168028,61.83520304711223
292,33.14391515245927,33.12474182934003,33.086592594138665,33.029962982003966,32.955636882388774,32.86466985998939,32.758366080980494,32.63824959038522,32.50603088778676,32.363569911259084,32.2128366566169,32.05587072648956,31.89474111955762,31.73150753547986,31.56818438910676,31.406708604405082,31.248912101990392,31.09649971370273,30.95103306370534,30.813920759046752
294,55.06934818937083,55.04995538223369,55.011369403781,54.95409131361796,54.878913712475914,54.78690387104851,54.67938039085687,54.55788415157266,54.424144502831744,54.28004182301781,54.12756768595467,53.96878394450653,53.805782055976806,53.640643938863235,53.475405567534125,53.31202438669205,53.15235146905661,52.99810915705513,52.85087473301259,52.71207046340285
296,41.13844075534209,41.11882477884694,41.079794724372185,41.02185726919562,40.94581387189162,40.85274370575148,40.74398004972028,40.62108090001986,40.4857947715076,40.34002282407033,40.18577856906998,40.02514647958137,39.860240844111765,39.69316616762406,39.52598033961334,39.3606616627317,39.19908067508199,39.04297751443929,38.89394537397919,38.753420397732256
298,69.48807876854167,69.46823585576561,69.42875423018944,69.37014628207147,69.29322247767452,69.19907409388202,69.08904933454356,68.9647236006162,68.8278648943623,68.6803955059481,68.52435125178005,68.36183960331502,68.1949980610837,68.02595409225418,67.85678786488988,67.68949888421704,67.52597747386875,67.36798185795323,67.21712139869028,67.07484634053021
300,31.875681857372555,31.85560815756626,31.815667299037525,31.756377482483046,31.67855833507182,31.583313442790264,31.472006187426082,31.346229669314027,31.20777170751412,31.058576079040304,30.90070128104784,30.73627816996851,30.567467847641375,30.396421127516433,30.225240827714313,30.05594800827386,29.890453105560983,29.730532727396866,29.577812668893944,29.43375750264523
302,43.76486452931283,43.74455610558317,43.70414818086898,43.64416486597347,43.56543510565628,43.46907500516009,43.356463382952455,43.22921134002582,43.089126849040035,42.93817553843408,42.778438970241346,42.6120717811162,42.441259072190554,42.26817539583983,42.094946600000064,41.923615659584414,41.7561134581435,41.594235291161226,41.43962365630033,41.29375768701221
304,49.29820938220454,49.27766220912065,49.2367792088441,49.176090504225414,49.09643451786347,48.99894008918347,48.88500173794276,48.756248873894904,48.614509967718746,48.46177287208811,48.30014260670412,48.13179799258714,47.958948537087814,47.78379293295516,47.60848044619711,47.435076334702686,47.26553227110854,47.101662549262,46.94512664500289,46.79741849048633
306,36.7613642627321,36.74057422385188,36.6992079575717,36.63780170306711,36.55720352468984,36.45855521588162,36.343267268333236,36.21298771567844,36.069565878865376,35.91501221607634,35.75145560637273,35.58109946842921,35.40617813193228,35.228914840503066,35.051482675213045,34.87596955329185,34.704348286019815,34.53845248324637,34.379958880749314,34.23037645250394
308,71.53594518087444,71.51490806618851,71.47305015731436,71.41091391643381,71.3293572173343,71.22953503235513,71.11287410196896,70.98104140602311,70.83590747603792,70.67950576568042,70.5139894242189,70.34158689067273,70.16455774263099,69.98515019438958,69.80556154805485,69.62790276505618,69.45416815274507,69.28621096174294,69.12572547583115,68.97423595933878
310,33.72158790068476,33.70029940397465,33.65794128451181,33.59506233663797,33.51253041513608,33.411513901315146,33.29345606765989,33.16004316998413,33.013167318964776,32.85488536267967,32.687375140863836,32.51289054524004,32.33371683658308,32.152127629232886,31.970344861534507,31.790502932709185,31.614618011697807,31.444563321994583,31.282050989930703,31.128620824290998
312,39.63434192727121,39.61279764337833,39.56993054849505,39.50629588082023,39.422771651680414,39.32053988676665,39.20106068037034,39.066039901656765,38.91739161756195,38.757196478705545,38.587657445230874,38.41105430386591,38.22969844384666,38.0458893187641,37.86187392789964,37.67981051083824,37.50173747194727,37.329548347231736,37.164973406781826,37.009568263664335
314,66.75111469255663,66.72931011455866,66.6859250769693,66.6215213761589,66.5369873596493,66.43351893842004,66.31259332511756,66.1759363474951,66.02548441461315,65.86334239723344,65.69173881580787,65.51297980459897,65.32940333685714,65.14333515474956,64.95704775295556,64.77272362323056,64.59242378776021,64.41806244244889,64.25138830920596,64.09397307109202
316,42.06015544602148,42.03808596231248,41.99417380646906,41.9289874500408,41.843425760619354,41.73869878103266,41.616301145779914,41.47797899451752,41.325691473311764,41.1615681004089,40.98786340671531,40.806910337079096,40.62107391489074,40.432706630626924,40.24410691886971,40.05748194485025,39.874915739762905,39.69834351477112,39.529532758709195,39.37007149639565
318,58.87045379618772,58.848114687458065,58.80366602354275,58.73768307095045,58.651075405563205,58.545067454435774,58.42117158456951,58.2811546091528,58.12699881541689,57.960858806459754,57.78501558433048,57.601829378339275,57.41369273902027,57.22298537560086,57.03203211740275,56.843065234209384,56.65819216646507,56.479369504151165,56.30838382537934,56.14683977471499
320,38.00410534408185,37.98149178019418,37.936496997904676,37.8697031813147,37.78203080729105,37.674718945482724,37.54929801340378,37.40755586796021,37.25149835125613,37.083305598925406,36.90528555569715,36.71982622036063,36.52934815879045,36.336258780424046,36.142909774790624,35.951558957355815,35.76433758736677,35.583224005616565,35.41002420930147,35.24635974712569
322,66.74042866300678,66.71753569976357,66.67198496188317,66.60436567663137,66.51560941915992,66.40697016624507,66.27999671150212,66.13649833454863,65.9785048558985,65.80822240202524,65.6279863430419,65.44021294369962,65.24735128493018,65.05183696917948,64.856049022592,64.66227125779068,64.4726591719598,64.28921323737703,64.11375920780033,63.94793582705215
324,58.107768809787785,58.084591385586336,58.03847462132996,57.97001491604617,57.88015514521436,57.77016446361962,57.641610374369165,57.49632396785489,57.33635947665681,57.16394948732409,56.98145728955312,56.79132792234231,56.596039493255255,56.39805630221568,56.19978519965107,56.00353645746384,55.81149023977042,55.62566953993711,55.44792021365345,55.27989849761765
326,74.47009110321792,74.4466240355882,74.39993093371535,74.33061550010189,74.23963211748189,74.12826539606834,73.99810188988582,73.85099489750162,73.68902350763776,73.51444724741182,73.3296578321382,73.13712959549952,72.93937019547327,72.73887314594526,72.5380736208844,72.33930882455446,72.14478402714843,71.95654514191799,71.77645847997688,71.60619807563236
328,46.66739379606136,46.64363177808179,46.596351779766906,46.52616494201724,46.43403736677931,46.32126940384692,46.189467007862326,46.04050609258709,45.87649105769172,45.69970886294688,45.512580167507345,45.317609132689356,45.11733350323597,44.91427653584975,44.71090223923309,44.50957523437587,44.31252634714057,44.12182481892392,43.93935777811787,43.766817368551806
330,49.471823004330865,49.44776060091728,49.39988289236757,49.328808596210195,49.23551575074457,49.12132073643484,48.987849266765636,48.83700028761814,48.670903975470786,48.49187522677132,48.30236417528968,48.1049053558112,47.902067149140734,47.69640309639115,47.49040656447845,47.28647008710131,47.08685050614265,46.89364080914661,46.70874931224549,46.53388658809524
332,47.36189739217677,47.33752903623911,47.28904254104953,47.21706434240172,47.12258463742849,47.00693613550089,46.87176467595282,46.71899266391673,46.55077652992469,46.369459623424916,46.177522096507204,45.97752941653479,45.77208116300331,45.563761716149656,45.355094337239095,45.14849998062631,44.94626197564418,44.75049748401899,44.563136388949204,44.38590801883207
334,59.83049890178276,59.805818890244126,59.75671226147855,59.68381331469385,59.58812463383988,59.47099556279595,59.33409244280187,59.17936157588938,59.00898613562205,58.825338453443905,58.63092925679057,58.42835551838637,58.22024859278133,58.009224267565514,57.79783624752503,57.588534427941305,57.38362910843709,57.185262063288164,56.99538513121307,56.81574673110206
336,52.55613652227013,52.53113901194253,52.481400623929744,52.40756366962237,52.3106433534429,52.192005966971024,52.053338738735846,51.896612316154446,51.72403711688993,51.538014996435706,51.34108782832588,51.13588467751866,50.925069264133654,50.7112893652676,50.497129691829045,50.28506961299246,50.07744689326458,49.876428368481214,49.68398823073723,49.501894332239246
338,79.68165824473667,79.65633724804735,79.60595518788,79.53116254030826,79.43298736973014,79.31281323644257,79.17234865126125,79.01358906664592,78.83877265788867,78.65033136004438,78.450838777645,78.24295666927566,78.02938172572368,77.8127943100946,77.59581071585933,77.38094033213241,77.1705488950091,76.966828761861,76.77177688570163,76.58718090319228
340,54.59345570560303,54.567805086165166,54.51676714488909,54.44100067887949,54.3415468580416,54.21980684047392,54.07751082418771,53.91667953785945,53.73957944078575,53.548673116968544,53.34656650141911,53.135954662708876,52.91956788242141,52.7001197209612,52.48025864506272,52.262524623307904,52.04931188256445,51.84283877301422,51.64512542611203,51.45797962267906
