,spectrum_0,spectrum_1,spectrum_2,spectrum_3,spectrum_4,spectrum_5,spectrum_6,spectrum_7,spectrum_8,spectrum_9,spectrum_10,spectrum_11,spectrum_12,spectrum_13,spectrum_14,spectrum_15,spectrum_16,spectrum_17,spectrum_18,spectrum_19
200,50.3962145369326,50.38420721100453,50.360317600303354,50.32486096962634,50.27833669016819,50.221417789266425,50.15493648970031,50.07986620786572,49.99730060845977,49.90843041764852,49.81451877277186,49.71687593165034,49.616834177326325,49.51572373511925,49.41485047038349,49.31547606103471,49.218801243774614,49.12595262304297,49.0379734138134,48.955818370546694
202,17.64591207384995,17.633794130648234,17.609684399355007,17.573900929196135,17.526947490306004,17.469503027884734,17.402407069200677,17.326641556979595,17.243309712161473,17.153612634252756,17.05882442422836,16.96026666030882,16.859283069769635,16.757215220759882,16.655380009116833,16.555049640101807,16.457434708912096,16.363670872843358,16.274809488899145,16.191812470646518
204,27.50650470165528,27.494274644811014,27.469941815318773,27.433827084300532,27.386438679866423,27.32846154437611,27.260742607338713,27.184272451769445,27.100163982405046,27.009628810345504,26.913952146070713,26.814467038516284,26.712528810788854,26.60949052369044,26.506680248724358,26.405380856444822,26.30681292899381,26.212121293594883,26.12236555351351,26.038514871785083
206,36.37797932811246,36.36563563456652,36.34107667616232,36.304626184059536,36.25679690443978,36.19827985754063,36.12992947461373,36.05274509496135,35.9678494369494,35.876464763991265,35.77988754454097,35.679462451238905,35.57655655731409,35.47253456870187,35.36873588032452,35.26645416841248,35.16692013276387,35.07128788965735,34.980625394674476,34.89590915225216
208,16.439282221611613,16.426823341023123,16.402035168711038,16.36524433470367,16.31696816443324,16.257903838186774,16.18891339024941,16.11100503429161,16.025311434470204,15.933065649753463,15.83557555769572,15.734197610365833,15.630310788159468,15.525291597341575,15.420490906632892,15.317213340813305,15.216699850360685,15.120113961836328,15.028532091054231,14.942938177391465
210,35.38566316925465,35.373087523393664,35.348066996686676,35.310931157566266,35.26220197300225,35.202582866988436,35.13294357996382,35.05430132017841,34.96779883212324,34.87468011614094,34.776264612728646,34.67392071190245,34.56903946108316,34.463009324838,34.35719279875052,34.25290560156836,34.15139906983605,34.053846263771796,33.96133216924155,33.87484825574183
212,55.224236770010556,55.21154275213466,55.1862866738143,55.148801082142725,55.09961264904716,55.03943112740487,54.969134068799704,54.88974779845073,54.802425278161536,54.7084215981045,54.60906791833942,54.5057447282059,54.39985530488569,54.29280023205929,54.185953787982136,54.08064293338972,53.978129528695895,53.87959629334437,53.78613689501781,53.698750430188326
214,44.24656292140149,44.23374889561569,44.208254010458546,44.17041383267752,44.12075980373559,44.060008092123944,43.98904416747524,43.908903596594584,43.8207496980665,43.7258488030439,43.62554395060891,43.521227893722894,43.4143163050062,43.306222050965616,43.19833135114377,43.09198255894395,42.98844819892176,42.888920777558134,42.794502758105665,42.706200962582166
216,52.73419987088638,52.72126417148579,52.69552716495584,52.65732747944566,52.60720139171732,52.545871574195516,52.47423152342211,52.39332617468328,52.30432934535941,52.20851876149118,52.1072495035468,52.001926755395594,51.89397875378241,51.78483081472071,51.675881260524974,51.56847999066584,51.46391033663812,51.36337472206503,51.26798452155508,51.17875438299397
218,30.579218570329964,30.56615950112483,30.540176998030446,30.501612793116415,30.451008065419245,30.38909208124226,30.316766474898046,30.23508567937884,30.145234155480395,30.048501180857528,29.94625404269845,29.83991052612234,29.73091160376088,29.62069521084913,29.510671936892187,29.40220338360858,29.296583834811603,29.195025763716657,29.098649574152475,29.008477841986064
